@RELATION league

@ATTRIBUTE champ1, numeric
@ATTRIBUTE kills1, numeric
@ATTRIBUTE deaths1, numeric
@ATTRIBUTE assists1, numeric
@ATTRIBUTE goldEarned1, numeric
@ATTRIBUTE totalMinionsKilled1, numeric
@ATTRIBUTE neutralMinionsKilled1, numeric
@ATTRIBUTE wardsPlaced1, numeric

@ATTRIBUTE champ2, numeric
@ATTRIBUTE kills2, numeric
@ATTRIBUTE deaths2, numeric
@ATTRIBUTE assists2, numeric
@ATTRIBUTE goldEarned2, numeric
@ATTRIBUTE totalMinionsKilled2, numeric
@ATTRIBUTE neutralMinionsKilled2, numeric
@ATTRIBUTE wardsPlaced2, numeric

@ATTRIBUTE champ3, numeric
@ATTRIBUTE kills3, numeric
@ATTRIBUTE deaths3, numeric
@ATTRIBUTE assists3, numeric
@ATTRIBUTE goldEarned3, numeric
@ATTRIBUTE totalMinionsKilled3, numeric
@ATTRIBUTE neutralMinionsKilled3, numeric
@ATTRIBUTE wardsPlaced3, numeric

@ATTRIBUTE champ4, numeric
@ATTRIBUTE kills4, numeric
@ATTRIBUTE deaths4, numeric
@ATTRIBUTE assists4, numeric
@ATTRIBUTE goldEarned4, numeric
@ATTRIBUTE totalMinionsKilled4, numeric
@ATTRIBUTE neutralMinionsKilled4, numeric
@ATTRIBUTE wardsPlaced4, numeric

@ATTRIBUTE champ5, numeric
@ATTRIBUTE kills5, numeric
@ATTRIBUTE deaths5, numeric
@ATTRIBUTE assists5, numeric
@ATTRIBUTE goldEarned5, numeric
@ATTRIBUTE totalMinionsKilled5, numeric
@ATTRIBUTE neutralMinionsKilled5, numeric
@ATTRIBUTE wardsPlaced5, numeric

@ATTRIBUTE champ6, numeric
@ATTRIBUTE kills6, numeric
@ATTRIBUTE deaths6, numeric
@ATTRIBUTE assists6, numeric
@ATTRIBUTE goldEarned6, numeric
@ATTRIBUTE totalMinionsKilled6, numeric
@ATTRIBUTE neutralMinionsKilled6, numeric
@ATTRIBUTE wardsPlaced6, numeric

@ATTRIBUTE champ7, numeric
@ATTRIBUTE kills7, numeric
@ATTRIBUTE deaths7, numeric
@ATTRIBUTE assists7, numeric
@ATTRIBUTE goldEarned7, numeric
@ATTRIBUTE totalMinionsKilled7, numeric
@ATTRIBUTE neutralMinionsKilled7, numeric
@ATTRIBUTE wardsPlaced7, numeric

@ATTRIBUTE champ8, numeric
@ATTRIBUTE kills8, numeric
@ATTRIBUTE deaths8, numeric
@ATTRIBUTE assists8, numeric
@ATTRIBUTE goldEarned8, numeric
@ATTRIBUTE totalMinionsKilled8, numeric
@ATTRIBUTE neutralMinionsKilled8, numeric
@ATTRIBUTE wardsPlaced8, numeric

@ATTRIBUTE champ9, numeric
@ATTRIBUTE kills9, numeric
@ATTRIBUTE deaths9, numeric
@ATTRIBUTE assists9, numeric
@ATTRIBUTE goldEarned9, numeric
@ATTRIBUTE totalMinionsKilled9, numeric
@ATTRIBUTE neutralMinionsKilled9, numeric
@ATTRIBUTE wardsPlaced9, numeric

@ATTRIBUTE champ10, numeric
@ATTRIBUTE kills10, numeric
@ATTRIBUTE deaths10, numeric
@ATTRIBUTE assists10, numeric
@ATTRIBUTE goldEarned10, numeric
@ATTRIBUTE totalMinionsKilled10, numeric
@ATTRIBUTE neutralMinionsKilled10, numeric
@ATTRIBUTE wardsPlaced10, numeric

@ATTRIBUTE win, { True, False }

@data
99,4,6,19,14146,194,4,6,42,24,9,9,21157,273,3,6,75,13,4,10,18060,264,9,3,412,4,6,28,13559,38,0,12,5,8,10,11,13095,45,52,18,72,8,8,18,16189,64,80,6,222,11,11,8,15117,192,6,1,23,6,11,5,15872,297,15,5,53,0,12,20,10576,44,0,42,81,9,11,11,15040,208,20,3,True
7,7,9,8,13688,206,12,21,236,8,10,3,14252,209,30,5,44,4,9,14,10982,60,0,44,27,1,16,9,12185,240,2,5,9,6,11,11,15448,85,110,7,67,13,4,14,19358,305,28,2,122,15,4,11,18796,279,11,13,107,7,6,20,16569,66,93,25,412,4,5,28,13268,58,0,30,55,14,7,11,17809,252,12,5,False
120,18,6,11,18271,122,51,12,222,13,9,13,17982,214,47,8,89,5,8,14,10366,33,0,25,8,5,16,13,14012,154,35,15,6,9,12,11,12791,145,0,16,58,7,7,18,13440,153,4,4,131,12,13,11,14280,156,7,14,64,15,9,21,15974,62,48,27,119,6,13,10,12053,126,7,11,1,11,8,13,11354,55,0,15,True
14,1,9,17,9871,65,0,22,60,8,5,8,13689,71,72,12,91,6,11,6,12342,213,6,9,27,7,7,9,12390,204,0,4,15,7,7,14,14420,206,28,11,113,6,4,19,14263,64,97,11,86,4,5,21,13600,180,5,11,222,6,8,12,13102,196,7,10,412,4,11,20,11720,22,0,18,90,19,1,12,17463,217,6,17,False
238,6,8,9,12258,170,4,8,121,5,8,6,14631,142,79,5,22,6,10,10,13986,194,18,13,201,0,3,20,9807,28,0,36,54,8,7,8,13882,223,0,14,40,0,4,23,11279,20,0,36,81,4,5,13,13047,184,5,5,131,10,4,10,16181,234,24,26,5,15,6,7,19621,131,122,10,122,7,7,11,13426,164,17,9,False
201,1,7,21,9995,19,0,38,41,16,11,19,17992,196,8,8,11,24,7,9,20217,101,73,3,112,4,10,11,11990,148,13,6,21,4,8,13,13934,214,30,5,51,14,6,8,15118,189,12,5,55,17,15,11,14164,124,1,4,37,2,10,24,11019,26,1,22,59,2,8,23,11743,61,32,1,50,8,11,6,13791,202,12,5,True
89,3,4,7,8192,47,3,22,105,14,5,6,15973,100,78,5,54,10,1,11,12751,158,0,8,238,8,4,4,11446,167,0,5,22,2,7,12,12199,169,10,4,77,1,7,6,8940,38,53,3,104,7,7,5,12659,248,14,7,50,7,6,5,10607,140,13,8,157,4,11,4,10547,167,12,9,37,2,6,12,8699,16,0,12,True
53,1,5,2,5469,25,0,3,20,0,8,3,5375,70,1,3,131,3,7,2,6749,102,3,1,67,2,17,0,5457,51,0,4,56,4,5,2,7797,52,41,3,17,11,3,5,10890,122,10,5,27,8,0,11,12119,205,0,12,236,16,5,6,13093,173,3,4,37,2,0,14,8429,9,0,15,78,4,2,1,9572,58,64,2,False
18,8,8,5,10457,156,9,4,55,2,15,8,7962,110,0,5,154,4,4,9,9883,69,60,6,412,3,7,8,7258,34,0,22,76,7,6,2,10095,168,9,6,126,17,2,8,14328,182,11,9,117,3,5,8,9371,139,0,8,40,2,7,19,9404,8,0,30,33,6,3,20,12536,23,75,4,42,12,7,7,12248,144,10,2,False
64,3,3,7,10282,145,3,16,222,7,1,5,13620,245,18,0,412,2,7,8,9139,66,1,28,101,0,5,4,9905,197,14,13,11,11,4,4,16183,145,95,7,68,4,7,7,9658,144,0,8,7,6,3,3,10906,193,5,14,79,2,4,9,10352,25,86,19,429,8,6,4,12237,203,14,7,40,0,3,12,7789,17,0,31,True
81,3,7,6,8847,148,3,3,59,1,11,10,8611,32,42,6,104,1,2,4,8743,180,2,3,45,8,8,1,10353,152,1,3,58,4,5,5,8088,87,10,11,30,10,3,7,13697,201,46,10,14,2,1,6,9922,145,7,7,236,10,6,3,13351,167,26,4,25,5,6,11,10589,56,2,8,106,6,2,10,12203,61,52,7,False
86,3,0,0,9396,200,0,7,3,2,1,0,5662,54,3,1,201,1,10,2,5787,35,1,14,81,4,13,2,8474,125,8,5,9,1,7,2,6031,22,24,3,50,10,5,9,9723,75,13,6,98,4,2,11,9522,124,1,7,106,3,0,8,8652,28,36,0,89,9,1,14,10076,48,0,14,104,5,3,6,9998,147,14,3,False
75,5,7,3,10195,169,5,7,7,8,4,1,9228,93,2,2,19,0,7,7,9238,35,67,5,99,2,4,4,7174,39,0,18,15,5,1,4,10966,193,18,8,62,7,2,7,11922,29,87,10,222,3,2,10,10881,180,5,4,30,7,12,8,11942,199,0,3,412,1,0,9,8578,61,0,19,41,5,4,9,13974,260,3,9,False
120,12,4,10,14624,215,2,3,412,3,9,25,11726,61,0,23,99,6,7,17,11235,120,1,11,111,8,7,13,13077,43,65,6,15,17,6,8,15963,215,12,4,1,5,9,9,10643,171,3,10,104,5,8,6,10682,200,3,6,53,0,11,16,7732,33,0,25,254,12,9,5,12888,52,72,2,79,10,9,9,11867,176,1,7,True
133,21,7,2,15663,175,7,3,15,0,4,6,8228,111,12,7,74,8,6,7,11608,174,4,6,19,5,5,8,11243,28,77,7,37,1,4,9,7624,16,3,32,7,4,7,8,8199,87,1,2,104,8,5,6,10913,171,8,6,25,2,6,13,8303,19,0,22,113,6,6,9,9478,50,42,6,13,6,11,6,9448,115,13,8,True
429,16,6,11,12236,143,1,6,80,9,6,8,9059,76,1,9,102,5,2,5,8831,138,6,6,57,6,1,10,9611,42,49,4,89,0,3,15,7207,26,1,8,106,8,6,3,8971,120,0,2,120,3,8,3,7300,22,46,6,86,2,6,3,7142,136,0,9,222,4,8,1,6293,57,1,2,161,1,9,2,5415,17,0,9,True
81,2,5,3,8086,152,16,7,102,3,7,5,9635,70,63,3,143,1,7,7,6757,39,0,21,69,6,6,5,9433,160,0,5,104,1,5,8,8008,144,9,7,111,6,3,15,10775,54,51,6,74,2,1,19,10517,165,6,4,15,12,3,9,13291,205,11,4,24,8,4,12,11076,133,11,9,89,1,3,18,7756,27,1,16,False
421,9,3,7,9157,18,60,4,89,2,1,11,7256,34,0,16,104,1,4,6,7292,131,0,0,7,4,2,6,7488,98,0,4,122,8,2,2,9385,160,0,2,42,5,4,1,7134,86,9,4,39,3,4,0,6188,110,1,6,62,0,8,4,5280,17,28,2,106,0,2,0,4283,41,0,2,131,4,6,4,6861,76,10,4,True
75,2,5,2,7587,146,1,5,51,1,7,1,8553,205,9,8,105,5,9,3,7957,28,45,7,10,1,4,3,5635,9,0,13,157,3,10,5,9039,148,16,6,67,8,2,4,11483,148,14,5,92,5,4,5,11172,181,19,4,40,2,1,16,8848,13,0,25,254,7,3,12,11733,12,68,2,1,13,2,7,12264,157,3,6,False
53,0,3,12,6525,18,0,18,39,5,2,5,9815,169,1,7,22,8,1,11,11584,179,2,2,1,12,3,11,12149,172,1,5,31,6,0,2,11714,64,101,2,40,2,5,3,5269,1,0,17,67,2,8,2,6427,107,1,6,75,1,5,1,6480,128,0,8,7,2,6,2,5524,68,0,9,102,2,7,0,7411,59,61,8,True
75,0,1,0,3960,0,11,2,222,2,2,5,6846,103,0,4,131,4,6,4,7350,97,0,3,113,6,2,1,8523,36,61,3,12,0,3,6,5983,55,0,7,150,1,3,2,8269,159,7,9,9,1,2,4,7878,18,57,4,32,0,4,4,5813,28,1,13,110,2,1,1,8409,137,5,6,31,9,2,2,10764,157,5,5,False
21,17,5,19,14239,135,14,7,99,9,2,23,10397,43,0,8,9,7,3,22,11107,32,33,4,13,7,1,9,10001,112,8,9,23,8,6,2,9750,141,1,1,121,11,7,1,9161,66,0,4,105,3,8,4,6931,34,38,2,111,1,10,12,6874,45,0,11,117,2,9,5,5873,66,2,2,110,0,15,8,6708,76,5,6,True
85,0,4,1,4225,75,0,4,412,0,4,0,3076,21,1,14,1,1,2,0,4979,99,0,2,254,1,4,0,4837,8,49,1,81,0,3,0,4443,94,0,4,25,3,0,5,5948,32,0,18,92,5,1,2,8203,142,4,3,59,3,0,9,7720,6,58,8,238,4,1,1,7562,142,3,6,8,2,0,7,6381,86,1,3,False
51,0,4,0,5349,123,0,6,157,1,1,0,5460,127,0,7,5,0,6,0,4279,5,41,5,89,0,3,0,3583,20,0,12,64,2,4,0,5693,101,0,3,222,5,1,4,7337,112,0,4,24,3,1,0,6823,130,1,6,53,1,1,10,6183,17,0,8,54,3,1,8,6866,16,42,9,90,5,1,2,7135,136,0,6,False
55,3,6,1,6129,92,1,1,222,1,3,0,6254,135,1,10,53,0,2,2,3840,18,0,7,35,0,5,1,4810,29,34,7,86,1,4,0,5391,82,0,5,157,5,4,4,9678,173,4,6,51,1,0,2,7451,135,3,6,37,0,1,1,5455,17,4,7,17,11,0,4,11664,185,9,6,20,3,0,7,10078,16,84,12,False
25,4,1,17,8263,8,0,14,50,8,4,4,7947,86,4,4,51,4,4,13,9026,144,8,7,33,4,3,11,7243,8,41,6,62,5,2,2,8128,147,0,6,55,3,4,2,6761,128,6,5,1,0,1,1,3763,5,0,1,22,4,6,3,6104,68,0,3,59,5,7,3,6018,12,26,4,99,2,7,7,6654,101,1,4,True
6,5,4,3,10276,168,3,3,5,1,1,4,7556,11,48,2,91,29,5,4,17075,156,19,5,25,3,2,12,9112,36,0,7,18,1,4,2,8978,156,17,1,92,3,8,2,6681,72,3,1,64,5,12,4,8099,42,34,11,222,2,7,6,8743,156,3,7,1,5,8,3,7538,18,1,3,157,1,4,1,4890,21,0,0,True
25,2,4,3,7242,155,3,7,1,0,6,5,5354,29,0,21,21,1,9,1,4871,64,0,6,85,4,5,0,7522,153,0,4,122,2,6,1,5672,19,40,3,53,3,3,13,8234,13,0,24,39,5,2,3,8821,145,1,8,222,14,0,7,13449,187,18,1,35,3,3,4,9143,59,59,2,4,5,1,4,11173,192,11,2,False
19,1,7,5,8409,50,63,6,9,5,8,8,7986,61,6,4,41,8,6,6,12223,191,1,5,104,4,7,3,8749,155,1,9,89,1,8,10,6542,36,0,14,84,10,5,12,11492,121,1,11,111,0,5,24,9688,28,44,4,222,10,5,10,12602,189,13,7,92,16,1,9,14046,170,5,4,25,0,3,23,9128,38,6,13,False
106,6,6,6,8304,43,36,7,40,0,7,12,6771,3,0,13,104,4,8,5,7595,122,5,5,58,5,5,5,9139,153,8,3,103,2,6,5,6722,95,8,9,42,10,0,12,13475,176,8,4,30,8,3,8,13350,64,87,11,127,5,4,17,12190,177,5,5,53,3,5,7,7911,30,2,17,122,6,5,6,10652,140,8,5,False
25,2,4,17,9810,29,1,21,13,8,4,10,10669,109,4,13,222,13,4,8,14077,184,19,1,36,3,2,10,11398,66,63,8,80,8,8,9,9832,106,0,6,7,5,7,7,8920,128,3,4,64,8,5,3,10178,38,68,29,51,3,6,5,8469,133,4,4,31,5,7,5,9457,148,8,2,53,0,9,5,5761,60,1,15,True
112,6,3,2,11485,213,8,9,222,10,7,8,12836,169,17,4,53,5,3,13,9085,38,1,25,75,0,2,3,9154,183,4,3,77,3,1,5,10493,56,79,5,154,1,1,5,8596,180,1,8,101,3,1,1,9553,212,5,9,107,2,4,5,8092,28,66,8,119,8,9,1,12661,206,13,2,37,2,9,7,7779,20,0,13,True
24,12,3,3,10688,146,4,4,67,10,4,3,11025,142,10,3,113,3,1,8,10766,37,98,1,53,0,6,9,6642,12,0,11,103,12,3,4,11510,163,8,3,412,1,6,11,7392,27,0,16,81,6,6,3,9026,145,7,5,104,9,8,3,10852,171,13,3,161,1,7,3,5028,43,0,14,14,0,10,0,4141,30,0,5,True
127,8,5,17,13446,177,3,4,81,7,2,12,11645,155,10,3,421,12,3,10,12422,47,50,9,114,13,8,6,13703,183,4,10,25,2,4,16,9443,27,3,19,53,2,7,10,7753,24,0,25,103,8,9,1,9652,157,2,8,41,3,7,9,9663,144,0,6,32,3,9,5,8267,34,56,7,222,5,10,6,9693,172,2,4,True
75,0,6,2,4738,62,4,4,107,1,5,2,5564,7,46,5,74,1,7,0,5419,106,0,5,18,2,4,1,5022,54,0,5,222,2,7,0,5804,102,0,5,133,9,4,6,9591,136,0,6,412,4,1,15,8171,34,0,7,17,5,1,4,9136,172,1,2,11,7,0,3,11351,79,88,0,10,4,1,6,8880,189,0,2,False
80,1,5,2,5338,90,0,5,114,2,8,2,5366,9,34,4,7,1,0,0,6334,151,0,5,54,2,5,4,5335,19,0,14,18,4,4,2,6988,126,2,3,64,5,1,8,8409,21,46,12,157,14,2,4,11233,149,2,5,53,2,4,10,6895,12,0,17,74,0,0,0,6813,145,2,4,222,1,3,8,7420,121,1,0,False
39,5,2,1,7450,123,0,2,32,5,0,3,7404,17,58,5,55,0,4,3,4898,74,0,5,412,3,2,8,5830,1,0,22,119,1,3,1,5752,90,2,1,29,1,4,2,5001,81,0,5,432,0,1,2,5197,107,0,3,5,5,1,1,6762,86,21,5,19,4,4,1,6282,9,48,4,99,1,4,5,4689,20,0,9,True
104,3,5,1,6211,110,0,3,121,1,5,1,5502,104,0,3,412,0,8,1,3399,17,0,9,36,3,7,1,7237,28,55,0,91,0,8,3,5979,115,0,5,81,8,3,6,9255,139,0,1,62,8,1,2,9415,169,2,3,154,7,1,9,9638,48,47,4,117,4,0,12,7875,6,0,11,61,6,2,7,8876,118,11,3,False
9,2,3,2,5125,45,4,236,63,6,7,3,7722,109,1,2,37,1,3,3,5523,48,3,14,236,0,4,1,6146,116,1,2,32,2,5,4,7653,14,66,10,67,5,2,5,8582,125,5,1,28,5,0,7,8982,45,43,5,31,2,4,3,7641,133,14,7,114,9,4,3,9685,111,15,8,25,1,1,7,5848,35,1,9,False
5,12,7,2,9574,113,4,3,55,0,3,4,5562,77,0,4,119,9,1,4,10699,138,3,6,9,3,2,5,7610,31,49,0,53,3,0,6,5942,31,0,15,1,2,4,0,5133,92,0,5,15,2,4,4,5858,86,5,3,11,3,8,2,5932,30,36,3,31,4,5,3,5960,63,15,8,89,2,6,3,3943,6,0,28,True
50,6,0,5,7870,117,5,1,76,5,3,6,8760,38,58,5,104,4,1,2,7780,149,3,4,54,6,1,0,7954,150,0,3,412,3,1,10,6799,15,0,14,114,0,5,2,5454,106,11,2,89,0,2,2,4080,34,0,14,90,0,5,0,4732,100,2,6,35,4,7,0,5862,22,40,5,67,2,5,0,6010,133,0,1,True
267,0,3,11,5620,6,2,9,42,12,0,4,9891,145,0,1,106,3,1,8,7642,7,57,8,41,2,1,7,7934,133,3,3,117,5,1,0,6944,125,0,6,32,1,6,1,6210,22,68,6,25,2,3,0,5096,54,3,12,59,0,3,3,4864,81,1,3,55,3,3,1,6381,128,0,4,18,0,7,1,3665,45,0,5,True
9,1,3,0,5025,92,0,4,39,0,6,2,3914,39,0,1,37,0,10,1,3650,12,0,6,80,1,6,0,3794,28,4,0,222,1,5,1,4617,68,2,3,59,8,1,3,9329,159,12,3,412,0,0,16,6983,1,0,11,77,5,1,2,9096,57,76,6,7,6,0,2,6667,95,0,1,18,11,1,3,9069,140,1,2,False
99,1,3,7,6777,12,1,21,36,0,1,3,8431,195,0,5,101,8,1,6,11486,197,11,5,104,6,4,2,9938,187,7,5,5,5,2,3,8219,15,58,6,110,2,4,4,6891,139,1,3,4,1,6,0,5780,101,0,1,92,1,4,0,7743,184,18,3,1,0,4,6,4735,18,0,9,9,7,2,2,9376,21,92,6,True
34,5,0,6,8147,129,0,5,41,0,2,1,7277,155,4,1,5,14,2,4,10090,32,48,6,412,0,0,7,5550,23,0,9,67,5,0,3,7307,97,7,4,4,1,10,1,5004,79,1,5,113,2,1,1,5312,105,0,2,432,0,5,2,3180,9,0,5,32,1,3,0,3236,1,7,1,236,0,5,1,4771,104,1,2,True
238,9,5,14,10635,89,16,8,25,1,3,22,9380,11,0,16,51,12,4,15,14416,190,2,6,31,10,3,11,12099,171,4,4,254,8,5,8,13492,116,84,7,9,4,10,7,8720,48,47,10,69,3,10,7,7849,108,1,10,54,1,9,7,5913,28,0,21,18,7,5,4,10039,163,8,2,105,5,6,2,8261,99,8,7,True
421,2,2,2,6945,22,43,9,16,0,3,5,5743,9,0,24,104,1,6,4,8483,179,8,3,13,1,5,3,8590,170,11,7,36,4,5,3,9577,184,1,4,131,3,2,9,10995,183,23,7,267,2,2,9,7933,8,0,25,222,7,0,3,13101,255,21,10,85,4,2,3,10528,216,0,4,64,5,2,8,9951,23,58,10,False
222,9,3,4,11661,194,7,7,267,0,3,8,6948,7,0,23,74,1,1,2,9495,203,5,5,64,4,3,11,9828,25,49,15,103,8,2,6,10219,134,5,9,54,0,2,4,6079,114,0,6,61,3,10,1,7712,130,14,3,25,1,3,5,5680,26,0,19,104,3,5,1,7260,119,3,5,107,5,2,2,8238,29,61,0,True
236,5,3,7,8422,138,3,4,32,2,4,4,7182,23,68,8,98,3,4,8,8115,117,6,4,1,3,5,6,5953,12,0,19,238,4,6,6,7298,117,0,2,79,3,3,13,9243,28,67,4,62,6,5,7,8832,134,5,4,67,8,4,4,9756,173,1,1,267,0,1,10,5960,6,0,22,134,5,4,2,8256,150,0,2,False
412,5,5,16,8742,26,1,14,113,2,4,13,10029,54,57,11,55,11,5,4,12662,185,1,4,429,3,7,14,10230,117,9,2,92,4,5,0,10782,208,10,7,64,4,5,6,10186,31,69,8,104,7,7,3,10808,188,2,4,89,3,5,6,7148,37,0,26,25,6,5,4,10100,142,4,7,75,6,3,6,11127,203,6,5,True
120,4,5,3,9468,132,1,4,5,7,4,8,10476,23,50,5,31,7,3,11,11176,116,11,16,15,14,6,12,15536,184,16,2,92,5,9,5,9842,73,36,11,25,7,5,8,8384,21,0,14,53,8,9,9,9333,53,17,7,103,4,8,9,8469,115,0,2,51,5,9,9,9387,135,1,10,36,3,6,6,8168,135,6,8,True
89,2,8,3,5811,37,0,19,105,4,5,1,8365,29,59,8,51,2,6,5,8821,175,6,4,7,4,5,3,7656,112,0,7,59,3,12,2,7150,101,4,2,81,14,4,10,13081,173,17,7,92,6,2,10,10225,175,0,6,106,13,1,15,12300,39,44,7,99,1,3,16,9506,160,3,3,412,2,5,19,7959,28,0,15,False
80,1,9,3,7330,129,1,5,111,2,4,3,6280,44,0,29,131,4,12,3,8925,163,4,4,222,2,4,6,9718,180,10,3,421,4,5,3,8919,13,79,3,103,3,3,11,10443,178,12,11,5,17,1,5,13884,88,45,5,104,5,6,7,9474,122,20,7,40,0,2,13,6982,9,0,23,1,9,1,7,11685,176,16,2,False
113,8,2,8,10122,40,58,6,90,5,2,0,9977,229,0,7,8,10,4,6,9733,110,4,7,104,14,2,4,11913,156,9,2,412,3,4,21,9084,25,0,19,74,1,5,1,6236,121,0,2,5,3,11,4,6334,14,33,4,238,7,9,1,7145,56,7,1,222,2,9,3,6076,98,0,4,89,0,6,3,4035,19,0,12,True
80,4,8,3,7638,20,53,4,104,2,5,1,5766,95,2,5,131,4,6,4,7309,120,0,7,126,0,2,5,6390,132,4,6,37,0,3,7,5312,12,0,16,222,9,2,6,9202,109,1,4,103,1,3,9,7648,102,7,8,120,11,1,8,9926,33,49,5,54,2,2,6,7070,105,0,4,143,1,2,11,7210,58,1,12,False
114,6,10,2,8008,89,0,5,157,4,17,3,7108,90,1,3,111,1,7,5,4940,26,0,11,113,1,12,8,7010,46,29,7,110,7,15,4,8556,100,2,5,64,10,4,4,10649,31,73,10,19,8,2,16,10410,101,3,8,89,4,4,32,12115,56,1,5,55,28,6,8,15611,151,10,10,222,11,3,18,12502,134,0,3,False
150,9,3,8,10087,143,1,6,77,3,4,8,9758,69,57,9,57,5,4,8,7758,9,1,11,15,8,1,4,11003,163,15,3,63,7,4,7,9800,128,5,6,23,4,10,5,9866,106,45,5,67,7,7,5,8758,107,1,8,122,1,9,1,7599,153,0,1,236,2,3,0,6392,88,4,0,40,2,3,11,7539,7,0,33,True
3,3,1,3,9176,189,23,3,222,8,3,9,9717,143,1,4,76,6,5,3,9160,135,6,2,80,10,1,2,8756,16,48,4,12,2,3,14,7340,18,0,11,77,3,5,3,6951,20,60,3,131,5,3,1,6787,100,0,2,53,0,8,6,5360,13,0,10,157,3,7,6,7088,104,2,5,29,2,6,3,6324,92,1,3,True
18,2,4,1,6585,122,0,5,92,1,7,0,5506,82,7,2,81,2,4,0,7834,214,0,3,2,0,5,2,6735,41,51,5,267,1,7,2,4965,14,0,13,11,9,0,4,12454,77,88,6,74,4,0,6,9724,176,4,6,238,10,3,4,11980,194,15,3,43,2,2,11,7823,11,0,14,104,2,2,4,8330,128,7,3,False
2,1,4,1,5258,103,5,3,80,0,2,0,3223,12,9,0,104,2,3,1,5975,122,2,1,112,1,2,1,3789,29,0,3,412,1,5,1,3569,7,0,6,90,4,1,3,7463,123,3,4,57,4,0,0,6458,9,44,3,102,3,2,1,8028,155,11,4,18,5,1,4,8297,125,8,5,53,0,1,8,5755,22,0,13,False
107,6,7,6,8802,24,61,3,24,1,9,1,5924,117,0,6,236,5,7,4,8129,140,2,3,89,2,9,6,6065,38,0,17,127,5,5,0,6977,106,2,4,15,7,7,8,9765,121,5,5,92,10,2,4,10383,152,4,10,69,9,2,9,10548,144,6,4,120,9,3,19,11259,53,32,8,412,2,5,19,7433,12,1,11,False
222,1,5,2,5861,96,6,2,25,1,5,4,4986,33,0,13,76,3,7,4,6627,23,41,8,238,5,7,3,7580,116,7,6,68,0,6,1,5718,119,0,4,39,11,0,4,11566,180,10,5,53,5,1,10,8476,34,0,18,119,7,1,5,12278,184,16,1,33,1,2,5,7244,10,50,3,157,6,6,4,10022,166,4,6,False
39,3,7,1,5735,87,0,2,32,1,4,5,6566,52,49,3,105,2,6,4,5456,74,0,5,18,8,5,3,8131,104,3,1,53,0,3,10,5378,31,0,13,63,5,4,5,8083,55,2,10,34,5,2,5,7975,102,7,3,120,8,2,6,9467,27,48,2,51,2,4,8,7738,84,14,2,122,5,2,1,9058,161,8,6,False
14,0,5,4,6611,101,6,4,236,6,2,3,9040,147,3,2,432,2,1,12,7084,0,0,11,76,14,2,3,11354,150,8,3,77,0,0,4,8815,43,87,9,268,2,5,1,5881,104,0,4,59,0,6,4,5518,19,42,4,154,5,2,1,7467,134,0,2,51,1,5,2,5526,101,0,5,201,2,4,2,4840,20,0,10,True
15,9,1,8,9873,138,3,5,80,3,2,3,6810,120,0,7,64,1,3,9,5642,5,20,10,55,7,5,7,7148,70,2,8,25,6,0,9,6207,8,1,15,236,0,5,0,5443,106,9,2,238,5,6,2,7577,113,9,5,24,1,5,2,5290,18,32,4,86,3,3,2,6192,91,0,4,53,2,7,2,4230,14,1,7,True
412,1,5,3,4289,23,0,15,59,2,5,0,5583,107,2,5,7,4,4,3,6106,83,0,6,106,1,6,2,4998,7,42,6,104,2,7,1,5300,85,11,4,429,10,3,6,9216,123,1,1,62,6,0,5,8631,135,4,7,432,3,0,17,7375,13,0,16,14,3,1,13,7721,33,37,5,61,5,6,12,7376,58,1,4,False
267,1,1,8,6240,9,0,17,113,2,0,2,6097,9,50,0,7,1,1,3,5363,82,0,3,119,6,2,4,8948,142,0,2,8,5,3,0,7608,130,9,5,19,2,0,0,5658,37,43,8,112,1,3,0,4633,87,1,5,64,3,4,0,5406,93,0,5,18,0,4,3,4888,89,4,4,57,1,4,2,3823,21,0,18,True
19,0,6,3,5098,15,42,5,75,1,6,2,5136,85,0,5,37,0,6,7,5141,15,0,14,131,4,9,0,6233,70,7,2,133,4,7,2,6690,89,5,6,120,8,1,14,9567,36,39,2,55,12,3,9,9828,103,0,4,68,7,1,7,8385,117,4,11,412,2,3,14,7040,24,0,7,104,5,2,6,7579,99,1,3,False
111,2,1,13,7053,16,0,3,222,8,1,11,8680,116,3,6,120,4,1,6,7248,117,0,6,11,9,1,3,8685,16,61,1,34,2,1,8,6402,77,3,3,8,1,5,3,5424,104,2,7,67,0,4,0,4520,94,1,2,77,2,6,0,4977,26,27,1,53,0,6,2,3675,5,0,9,105,2,5,1,4489,47,0,4,True
81,12,7,18,20702,272,21,4,127,13,12,21,20208,277,9,13,267,2,12,27,14990,29,1,34,17,8,10,13,17229,211,6,3,28,23,6,14,29804,181,228,10,76,15,11,7,22205,363,11,18,134,7,15,13,15461,168,0,19,89,3,13,27,15900,103,0,40,22,14,11,22,23329,303,7,11,5,8,9,19,16992,77,52,19,False
53,4,7,40,18143,125,3,29,9,12,11,21,17673,94,70,10,17,17,12,13,18841,266,4,12,74,14,13,22,18501,213,12,9,81,17,7,20,20478,239,47,9,222,5,10,12,14416,194,9,9,5,20,16,18,19125,106,50,4,62,9,8,10,16770,261,8,8,7,16,12,11,17898,206,8,12,89,0,18,11,10390,47,0,16,True
